stall_name,type_of_shop,latitude,longitude,closing_time,day_of_week,weather,holiday_flag,leftovers_servings
stall_69,economic_rice_stall,1.41528,103.68144,21,Sunday,cloudy,0,30.6
stall_132,fried_hokkien_mee_stall,1.22544,103.80618,20,Saturday,sunny,0,6.4
stall_113,economic_rice_stall,1.20051,103.97023,23,Sunday,sunny,0,27.6
stall_28,dim_sum_stall,1.49978,103.93441,20,Sunday,cloudy,0,14.6
stall_11,bakery,1.45789,103.62834,20,Tuesday,cloudy,0,26.3
stall_31,chicken_rice_stall,1.34569,103.6855,21,Wednesday,sunny,0,21.2
stall_187,bakery,1.27568,103.63276,22,Saturday,rainy,0,31.9
stall_196,laksa_stall,1.40984,103.90676,23,Saturday,sunny,0,15.8
stall_40,bakery,1.36266,103.89919,22,Wednesday,sunny,0,1.0
stall_32,fishball_noodle_stall,1.32031,103.62345,21,Thursday,rainy,0,20.4
stall_197,fishball_noodle_stall,1.25034,103.8429,20,Tuesday,rainy,0,18.0
stall_88,dim_sum_stall,1.24637,103.97195,22,Friday,sunny,0,13.7
stall_22,laksa_stall,1.4585,103.69946,22,Wednesday,cloudy,0,25.7
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,23,Wednesday,cloudy,0,22.7
stall_171,beverage_stall,1.45603,103.98137,21,Tuesday,cloudy,0,9.7
stall_108,dim_sum_stall,1.23252,103.77383,21,Tuesday,rainy,0,13.8
stall_106,western_food_stall,1.49112,103.67143,23,Thursday,cloudy,0,33.9
stall_175,chicken_rice_stall,1.33075,103.61161,22,Monday,rainy,0,29.5
stall_38,beverage_stall,1.24644,103.71868,20,Saturday,cloudy,0,12.5
stall_18,western_food_stall,1.32707,103.78681,20,Wednesday,rainy,0,38.7
stall_103,western_food_stall,1.39244,103.75987,21,Thursday,sunny,1,33.6
stall_101,economic_rice_stall,1.29848,103.94574,20,Saturday,cloudy,0,25.4
stall_39,bakery,1.49061,103.83167,20,Saturday,cloudy,0,13.0
stall_170,fishball_noodle_stall,1.30553,103.90139,22,Thursday,rainy,0,24.4
stall_175,chicken_rice_stall,1.33075,103.61161,22,Saturday,cloudy,0,21.8
stall_81,bakery,1.24443,103.65098,22,Monday,rainy,0,17.2
stall_136,dessert_stall,1.25974,103.60977,21,Saturday,rainy,0,16.0
stall_115,western_food_stall,1.42259,103.86825,21,Friday,cloudy,0,24.3
stall_159,economic_rice_stall,1.22325,103.71429,23,Saturday,rainy,0,41.4
stall_167,laksa_stall,1.37522,103.87821,23,Sunday,sunny,0,9.2
stall_78,economic_rice_stall,1.22257,103.95324,20,Monday,cloudy,0,31.2
stall_86,western_food_stall,1.43403,103.95365,23,Saturday,cloudy,0,27.5
stall_190,bakery,1.39504,103.91249,21,Friday,cloudy,0,12.5
stall_73,fishball_noodle_stall,1.32707,103.71067,21,Monday,cloudy,1,43.3
stall_142,laksa_stall,1.39682,103.60222,22,Friday,rainy,0,24.8
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,21,Monday,sunny,1,27.9
stall_139,roti_prata_stall,1.32433,103.85191,22,Tuesday,rainy,0,15.0
stall_186,dessert_stall,1.4256,103.93277,23,Friday,sunny,0,6.6
stall_188,bakery,1.20581,103.81577,20,Sunday,rainy,0,21.2
stall_67,bakery,1.23211,103.82129,22,Monday,sunny,0,8.1
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,20,Thursday,rainy,0,21.9
stall_147,bakery,1.27476,103.93933,20,Thursday,rainy,0,17.6
stall_61,chicken_rice_stall,1.45012,103.88142,21,Wednesday,rainy,0,24.7
stall_73,fishball_noodle_stall,1.32707,103.71067,21,Saturday,rainy,0,22.5
stall_134,fried_hokkien_mee_stall,1.44553,103.90046,21,Monday,rainy,0,33.9
stall_133,fishball_noodle_stall,1.38988,103.73408,21,Sunday,rainy,0,20.4
stall_117,laksa_stall,1.39927,103.73208,20,Tuesday,cloudy,0,29.4
stall_109,roti_prata_stall,1.41856,103.72547,23,Monday,sunny,0,3.6
stall_16,bakery,1.44225,103.67616,23,Tuesday,rainy,0,24.3
stall_55,fried_hokkien_mee_stall,1.22176,103.78331,23,Monday,rainy,0,13.1
stall_174,laksa_stall,1.26616,103.68777,23,Friday,cloudy,0,21.3
stall_133,fishball_noodle_stall,1.38988,103.73408,23,Sunday,rainy,0,36.0
stall_150,economic_rice_stall,1.37864,103.98002,23,Saturday,rainy,0,42.7
stall_113,economic_rice_stall,1.20051,103.97023,23,Saturday,rainy,0,31.4
stall_42,bakery,1.35086,103.94109,21,Friday,sunny,0,16.5
stall_125,fishball_noodle_stall,1.29028,103.81917,23,Tuesday,cloudy,0,11.8
stall_132,fried_hokkien_mee_stall,1.22544,103.80618,20,Saturday,sunny,0,19.4
stall_117,laksa_stall,1.39927,103.73208,23,Monday,cloudy,0,9.9
stall_41,roti_prata_stall,1.21715,103.83367,22,Monday,cloudy,0,20.4
stall_105,beverage_stall,1.48177,103.64614,20,Monday,rainy,1,24.8
stall_147,bakery,1.27476,103.93933,22,Monday,cloudy,0,10.5
stall_40,bakery,1.36266,103.89919,20,Wednesday,rainy,0,29.3
stall_96,chicken_rice_stall,1.46165,103.94344,22,Wednesday,rainy,0,29.2
stall_8,bakery,1.26903,103.68809,21,Tuesday,cloudy,0,11.2
stall_108,dim_sum_stall,1.23252,103.77383,20,Wednesday,rainy,0,29.4
stall_56,dessert_stall,1.49954,103.99844,21,Sunday,cloudy,0,9.8
stall_126,laksa_stall,1.20012,103.71477,20,Monday,cloudy,0,23.2
stall_90,economic_rice_stall,1.44323,103.95257,20,Sunday,sunny,0,23.0
stall_107,fried_hokkien_mee_stall,1.48876,103.70619,23,Friday,rainy,0,16.8
stall_145,chicken_rice_stall,1.25277,103.98319,23,Wednesday,rainy,0,19.6
stall_122,roti_prata_stall,1.23819,103.76818,21,Sunday,sunny,1,17.0
stall_130,bakery,1.34196,103.96047,23,Sunday,rainy,0,22.3
stall_171,beverage_stall,1.45603,103.98137,23,Tuesday,cloudy,0,7.4
stall_84,fishball_noodle_stall,1.46968,103.68403,20,Sunday,cloudy,0,27.1
stall_171,beverage_stall,1.45603,103.98137,23,Thursday,sunny,0,2.0
stall_102,bakery,1.49007,103.71165,22,Friday,sunny,0,6.0
stall_172,fishball_noodle_stall,1.32571,103.89901,23,Saturday,rainy,0,26.4
stall_166,fried_hokkien_mee_stall,1.32604,103.96194,20,Sunday,sunny,0,20.9
stall_182,economic_rice_stall,1.24071,103.78468,20,Friday,cloudy,0,31.9
stall_198,economic_rice_stall,1.42438,103.64581,22,Friday,cloudy,0,24.6
stall_32,fishball_noodle_stall,1.32031,103.62345,20,Tuesday,cloudy,0,20.8
stall_139,roti_prata_stall,1.32433,103.85191,20,Friday,cloudy,0,20.2
stall_49,laksa_stall,1.32577,103.83347,23,Friday,sunny,0,13.9
stall_31,chicken_rice_stall,1.34569,103.6855,21,Monday,rainy,0,26.8
stall_53,laksa_stall,1.40151,103.72,21,Sunday,cloudy,0,17.0
stall_149,laksa_stall,1.40027,103.99516,23,Monday,cloudy,0,16.8
stall_156,fishball_noodle_stall,1.27417,103.85506,22,Thursday,cloudy,0,18.0
stall_12,dessert_stall,1.2714,103.86759,23,Sunday,sunny,0,17.3
stall_88,dim_sum_stall,1.24637,103.97195,23,Tuesday,rainy,0,21.5
stall_7,fishball_noodle_stall,1.30143,103.83532,22,Thursday,rainy,0,18.2
stall_24,fried_hokkien_mee_stall,1.32656,103.71142,20,Monday,cloudy,0,24.2
stall_44,beverage_stall,1.22403,103.67433,22,Tuesday,sunny,1,12.9
stall_66,western_food_stall,1.24029,103.64617,20,Tuesday,rainy,0,38.6
stall_105,beverage_stall,1.48177,103.64614,21,Monday,cloudy,1,19.5
stall_84,fishball_noodle_stall,1.46968,103.68403,21,Monday,cloudy,0,22.3
stall_15,chicken_rice_stall,1.3418,103.91385,22,Thursday,sunny,0,16.1
stall_82,dessert_stall,1.29248,103.95959,21,Thursday,rainy,0,19.7
stall_67,bakery,1.23211,103.82129,23,Sunday,sunny,0,22.5
stall_14,chicken_rice_stall,1.48065,103.82842,21,Tuesday,cloudy,0,24.2
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,21,Thursday,cloudy,1,25.6
stall_193,fishball_noodle_stall,1.20611,103.66095,23,Monday,rainy,1,29.1
stall_16,bakery,1.44225,103.67616,22,Thursday,cloudy,1,30.9
stall_105,beverage_stall,1.48177,103.64614,20,Thursday,sunny,0,2.8
stall_105,beverage_stall,1.48177,103.64614,21,Monday,rainy,0,10.5
stall_142,laksa_stall,1.39682,103.60222,20,Tuesday,cloudy,0,21.7
stall_167,laksa_stall,1.37522,103.87821,21,Wednesday,cloudy,0,24.3
stall_105,beverage_stall,1.48177,103.64614,23,Monday,cloudy,0,3.1
stall_129,chicken_rice_stall,1.33265,103.68548,21,Sunday,sunny,0,11.2
stall_96,chicken_rice_stall,1.46165,103.94344,21,Sunday,sunny,0,24.1
stall_138,roti_prata_stall,1.45492,103.62913,23,Friday,rainy,0,22.2
stall_11,bakery,1.45789,103.62834,20,Sunday,rainy,0,17.6
stall_159,economic_rice_stall,1.22325,103.71429,22,Saturday,sunny,0,35.8
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,20,Thursday,rainy,0,31.9
stall_154,economic_rice_stall,1.46916,103.89746,22,Sunday,cloudy,0,30.3
stall_98,chicken_rice_stall,1.33809,103.72208,22,Sunday,cloudy,0,26.2
stall_55,fried_hokkien_mee_stall,1.22176,103.78331,22,Monday,sunny,0,9.0
stall_190,bakery,1.39504,103.91249,20,Wednesday,sunny,0,10.6
stall_102,bakery,1.49007,103.71165,20,Sunday,sunny,0,11.5
stall_186,dessert_stall,1.4256,103.93277,22,Thursday,sunny,0,9.2
stall_157,dim_sum_stall,1.42974,103.80852,22,Saturday,rainy,0,22.6
stall_163,bakery,1.41193,103.62569,22,Sunday,cloudy,0,15.6
stall_116,laksa_stall,1.30927,103.62799,22,Tuesday,cloudy,1,31.4
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,22,Tuesday,rainy,0,24.0
stall_154,economic_rice_stall,1.46916,103.89746,22,Monday,cloudy,1,46.1
stall_35,economic_rice_stall,1.3365,103.7692,20,Friday,rainy,0,27.8
stall_2,bakery,1.36179,103.89197,20,Saturday,sunny,0,24.1
stall_106,western_food_stall,1.49112,103.67143,23,Sunday,rainy,0,19.1
stall_138,roti_prata_stall,1.45492,103.62913,20,Sunday,cloudy,0,10.1
stall_167,laksa_stall,1.37522,103.87821,20,Friday,sunny,0,23.7
stall_172,fishball_noodle_stall,1.32571,103.89901,23,Saturday,sunny,0,17.2
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,23,Sunday,cloudy,0,14.2
stall_92,laksa_stall,1.29966,103.97233,23,Tuesday,cloudy,0,17.3
stall_3,chicken_rice_stall,1.26035,103.72469,20,Thursday,rainy,0,33.1
stall_50,bakery,1.35683,103.97388,23,Monday,sunny,1,29.7
stall_191,laksa_stall,1.39553,103.90169,20,Sunday,rainy,1,39.6
stall_175,chicken_rice_stall,1.33075,103.61161,22,Tuesday,sunny,0,13.0
stall_158,chicken_rice_stall,1.38802,103.70984,22,Sunday,cloudy,0,17.1
stall_57,beverage_stall,1.22198,103.68526,21,Thursday,rainy,0,9.6
stall_10,laksa_stall,1.26868,103.96217,22,Thursday,cloudy,0,25.7
stall_181,beverage_stall,1.20813,103.8571,21,Monday,sunny,0,5.6
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,23,Monday,rainy,0,22.1
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,23,Tuesday,cloudy,0,11.3
stall_50,bakery,1.35683,103.97388,21,Monday,cloudy,0,15.1
stall_33,roti_prata_stall,1.31369,103.99412,20,Tuesday,rainy,0,22.3
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,21,Friday,cloudy,0,20.2
stall_71,fried_hokkien_mee_stall,1.34656,103.96213,21,Sunday,cloudy,0,17.9
stall_6,western_food_stall,1.2363,103.68988,22,Saturday,cloudy,1,26.7
stall_117,laksa_stall,1.39927,103.73208,20,Thursday,cloudy,0,27.5
stall_173,laksa_stall,1.36384,103.8413,20,Sunday,rainy,0,27.0
stall_111,dim_sum_stall,1.31556,103.83064,23,Wednesday,sunny,0,14.8
stall_175,chicken_rice_stall,1.33075,103.61161,23,Thursday,rainy,0,23.2
stall_133,fishball_noodle_stall,1.38988,103.73408,20,Saturday,sunny,0,6.6
stall_13,roti_prata_stall,1.26427,103.65292,22,Thursday,cloudy,0,6.7
stall_115,western_food_stall,1.42259,103.86825,22,Monday,rainy,0,27.2
stall_50,bakery,1.35683,103.97388,22,Monday,cloudy,0,7.7
stall_7,fishball_noodle_stall,1.30143,103.83532,21,Saturday,rainy,0,27.5
stall_20,dessert_stall,1.49525,103.63937,21,Tuesday,sunny,0,6.9
stall_85,laksa_stall,1.27486,103.64112,22,Monday,cloudy,0,16.6
stall_161,fishball_noodle_stall,1.36205,103.65535,20,Monday,rainy,1,24.4
stall_111,dim_sum_stall,1.31556,103.83064,20,Friday,cloudy,0,9.7
stall_86,western_food_stall,1.43403,103.95365,22,Tuesday,sunny,0,12.5
stall_122,roti_prata_stall,1.23819,103.76818,21,Wednesday,sunny,0,11.7
stall_86,western_food_stall,1.43403,103.95365,21,Monday,cloudy,0,20.6
stall_159,economic_rice_stall,1.22325,103.71429,23,Sunday,sunny,1,42.3
stall_161,fishball_noodle_stall,1.36205,103.65535,23,Friday,sunny,0,11.8
stall_22,laksa_stall,1.4585,103.69946,20,Monday,rainy,0,16.6
stall_81,bakery,1.24443,103.65098,20,Sunday,sunny,0,4.1
stall_16,bakery,1.44225,103.67616,23,Monday,rainy,0,23.9
stall_157,dim_sum_stall,1.42974,103.80852,23,Monday,sunny,0,16.4
stall_174,laksa_stall,1.26616,103.68777,20,Friday,sunny,0,16.2
stall_76,western_food_stall,1.42237,103.82067,23,Thursday,sunny,0,18.1
stall_159,economic_rice_stall,1.22325,103.71429,23,Tuesday,cloudy,0,26.1
stall_169,western_food_stall,1.31411,103.60236,20,Thursday,rainy,0,36.1
stall_119,dessert_stall,1.41593,103.72013,23,Friday,cloudy,0,15.8
stall_26,roti_prata_stall,1.33294,103.94454,22,Saturday,cloudy,0,14.0
stall_7,fishball_noodle_stall,1.30143,103.83532,23,Friday,rainy,0,20.8
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,21,Monday,sunny,0,21.8
stall_4,economic_rice_stall,1.49854,103.85995,20,Friday,sunny,0,27.6
stall_147,bakery,1.27476,103.93933,21,Saturday,cloudy,0,11.7
stall_66,western_food_stall,1.24029,103.64617,22,Thursday,rainy,0,27.4
stall_186,dessert_stall,1.4256,103.93277,23,Tuesday,sunny,0,11.3
stall_36,fishball_noodle_stall,1.4872,103.99817,20,Monday,sunny,0,20.7
stall_80,fried_hokkien_mee_stall,1.45038,103.833,23,Friday,cloudy,0,18.2
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,22,Wednesday,cloudy,0,21.0
stall_139,roti_prata_stall,1.32433,103.85191,21,Tuesday,rainy,0,18.2
stall_80,fried_hokkien_mee_stall,1.45038,103.833,22,Wednesday,rainy,0,27.5
stall_3,chicken_rice_stall,1.26035,103.72469,21,Monday,sunny,0,20.8
stall_130,bakery,1.34196,103.96047,20,Thursday,rainy,0,19.0
stall_51,roti_prata_stall,1.26128,103.88648,21,Saturday,sunny,0,10.2
stall_18,western_food_stall,1.32707,103.78681,22,Tuesday,cloudy,0,21.4
stall_122,roti_prata_stall,1.23819,103.76818,23,Friday,cloudy,0,11.1
stall_85,laksa_stall,1.27486,103.64112,22,Friday,rainy,0,20.3
stall_108,dim_sum_stall,1.23252,103.77383,22,Tuesday,sunny,0,20.2
stall_117,laksa_stall,1.39927,103.73208,20,Thursday,sunny,0,11.5
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,21,Saturday,sunny,0,12.8
stall_120,roti_prata_stall,1.29279,103.76336,21,Tuesday,rainy,0,19.5
stall_189,dim_sum_stall,1.49997,103.73998,22,Sunday,cloudy,1,31.7
stall_97,western_food_stall,1.26673,103.92663,21,Thursday,sunny,0,29.1
stall_2,bakery,1.36179,103.89197,22,Monday,sunny,0,13.9
stall_92,laksa_stall,1.29966,103.97233,20,Friday,sunny,1,9.9
stall_37,western_food_stall,1.36673,103.88736,22,Thursday,sunny,0,25.7
stall_162,laksa_stall,1.26938,103.87758,22,Monday,sunny,0,19.4
stall_51,roti_prata_stall,1.26128,103.88648,21,Wednesday,sunny,0,21.8
stall_57,beverage_stall,1.22198,103.68526,22,Saturday,sunny,0,0.5
stall_87,fishball_noodle_stall,1.32191,103.84826,21,Tuesday,sunny,0,14.7
stall_6,western_food_stall,1.2363,103.68988,21,Sunday,rainy,0,31.1
stall_26,roti_prata_stall,1.33294,103.94454,20,Sunday,cloudy,0,10.6
stall_36,fishball_noodle_stall,1.4872,103.99817,23,Saturday,sunny,0,18.6
stall_87,fishball_noodle_stall,1.32191,103.84826,21,Wednesday,rainy,0,21.1
stall_62,fried_hokkien_mee_stall,1.3835,103.99489,22,Sunday,rainy,0,12.3
stall_170,fishball_noodle_stall,1.30553,103.90139,21,Friday,cloudy,0,13.5
stall_112,fishball_noodle_stall,1.27642,103.88351,20,Monday,sunny,0,16.1
stall_34,beverage_stall,1.27956,103.91363,21,Tuesday,cloudy,0,3.7
stall_97,western_food_stall,1.26673,103.92663,22,Wednesday,cloudy,0,24.1
stall_110,fried_hokkien_mee_stall,1.38186,103.80457,21,Monday,cloudy,0,16.4
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,21,Sunday,cloudy,0,26.0
stall_76,western_food_stall,1.42237,103.82067,21,Wednesday,sunny,0,20.3
stall_14,chicken_rice_stall,1.48065,103.82842,22,Sunday,sunny,0,18.2
stall_131,fishball_noodle_stall,1.43881,103.66788,23,Tuesday,cloudy,1,40.1
stall_21,chicken_rice_stall,1.32079,103.73572,23,Sunday,cloudy,0,17.1
stall_158,chicken_rice_stall,1.38802,103.70984,20,Tuesday,cloudy,0,21.7
stall_100,roti_prata_stall,1.2071,103.67725,22,Thursday,cloudy,0,9.2
stall_119,dessert_stall,1.41593,103.72013,21,Wednesday,cloudy,0,19.8
stall_96,chicken_rice_stall,1.46165,103.94344,23,Saturday,rainy,0,23.9
stall_122,roti_prata_stall,1.23819,103.76818,22,Friday,rainy,0,16.5
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,20,Tuesday,sunny,0,14.9
stall_52,bakery,1.27161,103.75831,23,Sunday,sunny,0,9.9
stall_102,bakery,1.49007,103.71165,21,Wednesday,rainy,0,10.9
stall_97,western_food_stall,1.26673,103.92663,21,Sunday,rainy,0,28.7
stall_66,western_food_stall,1.24029,103.64617,20,Tuesday,sunny,0,28.7
stall_76,western_food_stall,1.42237,103.82067,23,Friday,rainy,0,30.6
stall_59,western_food_stall,1.46426,103.95171,20,Thursday,cloudy,0,25.3
stall_160,laksa_stall,1.28151,103.72788,22,Thursday,rainy,0,21.8
stall_120,roti_prata_stall,1.29279,103.76336,23,Thursday,rainy,1,31.0
stall_128,bakery,1.39641,103.786,22,Wednesday,rainy,1,32.9
stall_7,fishball_noodle_stall,1.30143,103.83532,21,Thursday,sunny,1,21.8
stall_68,roti_prata_stall,1.2817,103.84193,20,Wednesday,sunny,0,6.6
stall_76,western_food_stall,1.42237,103.82067,20,Sunday,rainy,0,30.3
stall_59,western_food_stall,1.46426,103.95171,20,Monday,sunny,0,21.9
stall_93,western_food_stall,1.44067,103.94563,20,Friday,sunny,0,22.5
stall_86,western_food_stall,1.43403,103.95365,21,Saturday,rainy,1,46.3
stall_65,bakery,1.39902,103.97557,22,Saturday,cloudy,0,7.3
stall_71,fried_hokkien_mee_stall,1.34656,103.96213,21,Saturday,cloudy,0,18.9
stall_36,fishball_noodle_stall,1.4872,103.99817,22,Monday,rainy,0,19.1
stall_73,fishball_noodle_stall,1.32707,103.71067,22,Sunday,rainy,0,14.8
stall_104,dessert_stall,1.49434,103.81449,20,Thursday,cloudy,0,19.3
stall_132,fried_hokkien_mee_stall,1.22544,103.80618,21,Sunday,rainy,0,25.4
stall_59,western_food_stall,1.46426,103.95171,21,Saturday,cloudy,0,21.7
stall_54,economic_rice_stall,1.29485,103.90075,23,Tuesday,cloudy,0,35.7
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,23,Saturday,rainy,0,18.7
stall_88,dim_sum_stall,1.24637,103.97195,20,Wednesday,sunny,0,15.0
stall_110,fried_hokkien_mee_stall,1.38186,103.80457,23,Tuesday,rainy,0,30.5
stall_116,laksa_stall,1.30927,103.62799,20,Wednesday,sunny,0,24.8
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,21,Wednesday,cloudy,0,15.0
stall_3,chicken_rice_stall,1.26035,103.72469,23,Sunday,cloudy,0,25.0
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,22,Tuesday,rainy,0,31.4
stall_109,roti_prata_stall,1.41856,103.72547,23,Sunday,cloudy,0,11.7
stall_138,roti_prata_stall,1.45492,103.62913,22,Wednesday,cloudy,0,5.0
stall_6,western_food_stall,1.2363,103.68988,20,Tuesday,sunny,0,20.4
stall_85,laksa_stall,1.27486,103.64112,23,Thursday,sunny,0,15.1
stall_101,economic_rice_stall,1.29848,103.94574,20,Friday,rainy,0,39.1
stall_49,laksa_stall,1.32577,103.83347,23,Monday,rainy,0,28.0
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,23,Saturday,rainy,0,37.6
stall_24,fried_hokkien_mee_stall,1.32656,103.71142,21,Monday,cloudy,1,31.2
stall_142,laksa_stall,1.39682,103.60222,21,Monday,cloudy,0,9.2
stall_155,roti_prata_stall,1.3424,103.70368,23,Monday,sunny,0,14.5
stall_51,roti_prata_stall,1.26128,103.88648,20,Thursday,rainy,0,16.2
stall_53,laksa_stall,1.40151,103.72,21,Wednesday,cloudy,0,19.1
stall_135,roti_prata_stall,1.40184,103.68986,20,Thursday,sunny,0,11.4
stall_95,beverage_stall,1.43621,103.64324,20,Tuesday,rainy,0,20.2
stall_106,western_food_stall,1.49112,103.67143,23,Tuesday,sunny,0,32.6
stall_34,beverage_stall,1.27956,103.91363,23,Thursday,cloudy,0,10.0
stall_18,western_food_stall,1.32707,103.78681,23,Sunday,sunny,1,36.8
stall_34,beverage_stall,1.27956,103.91363,21,Wednesday,rainy,0,12.2
stall_182,economic_rice_stall,1.24071,103.78468,23,Tuesday,cloudy,0,37.0
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,22,Friday,sunny,0,13.8
stall_129,chicken_rice_stall,1.33265,103.68548,23,Wednesday,sunny,0,13.1
stall_2,bakery,1.36179,103.89197,21,Thursday,sunny,0,12.9
stall_103,western_food_stall,1.39244,103.75987,21,Friday,rainy,1,46.0
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,23,Thursday,rainy,0,18.8
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,20,Saturday,sunny,0,19.6
stall_74,beverage_stall,1.20106,103.90845,23,Wednesday,cloudy,0,0.5
stall_183,western_food_stall,1.21509,103.75164,22,Thursday,cloudy,0,26.8
stall_45,dessert_stall,1.37851,103.87009,23,Tuesday,sunny,0,18.5
stall_159,economic_rice_stall,1.22325,103.71429,23,Thursday,rainy,0,28.5
stall_169,western_food_stall,1.31411,103.60236,21,Saturday,cloudy,0,11.1
stall_25,laksa_stall,1.27494,103.96931,23,Saturday,sunny,0,13.8
stall_62,fried_hokkien_mee_stall,1.3835,103.99489,21,Wednesday,cloudy,0,12.0
stall_138,roti_prata_stall,1.45492,103.62913,22,Saturday,sunny,0,3.6
stall_179,chicken_rice_stall,1.38668,103.61079,21,Thursday,rainy,0,21.9
stall_196,laksa_stall,1.40984,103.90676,20,Wednesday,sunny,0,4.2
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,20,Friday,rainy,0,39.7
stall_105,beverage_stall,1.48177,103.64614,23,Tuesday,rainy,0,11.8
stall_54,economic_rice_stall,1.29485,103.90075,20,Thursday,sunny,0,24.7
stall_19,laksa_stall,1.41872,103.86935,23,Thursday,rainy,0,23.2
stall_191,laksa_stall,1.39553,103.90169,23,Sunday,sunny,0,22.2
stall_102,bakery,1.49007,103.71165,20,Monday,rainy,0,19.5
stall_30,economic_rice_stall,1.45461,103.66652,21,Wednesday,cloudy,0,23.0
stall_192,fishball_noodle_stall,1.48488,103.67974,23,Thursday,rainy,0,20.7
stall_18,western_food_stall,1.32707,103.78681,20,Friday,cloudy,0,20.5
stall_63,western_food_stall,1.39619,103.60313,23,Tuesday,rainy,0,43.1
stall_72,beverage_stall,1.45383,103.63692,21,Tuesday,sunny,1,17.9
stall_156,fishball_noodle_stall,1.27417,103.85506,20,Tuesday,rainy,0,17.9
stall_32,fishball_noodle_stall,1.32031,103.62345,23,Tuesday,sunny,0,25.6
stall_172,fishball_noodle_stall,1.32571,103.89901,20,Saturday,rainy,0,25.2
stall_40,bakery,1.36266,103.89919,23,Wednesday,sunny,0,14.4
stall_56,dessert_stall,1.49954,103.99844,20,Saturday,cloudy,0,25.2
stall_56,dessert_stall,1.49954,103.99844,23,Saturday,sunny,0,2.0
stall_163,bakery,1.41193,103.62569,20,Thursday,cloudy,0,9.8
stall_79,fried_hokkien_mee_stall,1.47118,103.81824,23,Monday,cloudy,0,19.8
stall_2,bakery,1.36179,103.89197,20,Sunday,rainy,0,11.5
stall_197,fishball_noodle_stall,1.25034,103.8429,21,Tuesday,rainy,0,22.4
stall_62,fried_hokkien_mee_stall,1.3835,103.99489,21,Monday,sunny,0,17.8
stall_108,dim_sum_stall,1.23252,103.77383,20,Monday,rainy,0,36.6
stall_50,bakery,1.35683,103.97388,20,Tuesday,sunny,0,8.6
stall_171,beverage_stall,1.45603,103.98137,21,Saturday,sunny,0,1.0
stall_12,dessert_stall,1.2714,103.86759,23,Friday,sunny,0,6.7
stall_84,fishball_noodle_stall,1.46968,103.68403,22,Friday,cloudy,0,19.0
stall_49,laksa_stall,1.32577,103.83347,21,Friday,rainy,0,21.9
stall_110,fried_hokkien_mee_stall,1.38186,103.80457,20,Tuesday,sunny,0,22.5
stall_28,dim_sum_stall,1.49978,103.93441,22,Wednesday,sunny,0,18.2
stall_4,economic_rice_stall,1.49854,103.85995,23,Saturday,rainy,0,31.7
stall_4,economic_rice_stall,1.49854,103.85995,23,Tuesday,rainy,0,28.9
stall_57,beverage_stall,1.22198,103.68526,20,Saturday,rainy,0,17.8
stall_167,laksa_stall,1.37522,103.87821,22,Monday,sunny,0,15.9
stall_56,dessert_stall,1.49954,103.99844,23,Wednesday,cloudy,0,14.4
stall_128,bakery,1.39641,103.786,20,Saturday,cloudy,0,14.7
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,21,Wednesday,sunny,0,15.5
stall_154,economic_rice_stall,1.46916,103.89746,22,Saturday,cloudy,0,30.8
stall_100,roti_prata_stall,1.2071,103.67725,21,Wednesday,sunny,0,6.3
stall_163,bakery,1.41193,103.62569,22,Sunday,cloudy,0,12.6
stall_124,western_food_stall,1.47084,103.84621,20,Wednesday,sunny,0,17.9
stall_156,fishball_noodle_stall,1.27417,103.85506,23,Thursday,cloudy,1,35.4
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,21,Friday,cloudy,0,18.1
stall_181,beverage_stall,1.20813,103.8571,20,Tuesday,sunny,0,6.8
stall_158,chicken_rice_stall,1.38802,103.70984,20,Wednesday,sunny,0,23.7
stall_189,dim_sum_stall,1.49997,103.73998,23,Sunday,sunny,0,9.6
stall_159,economic_rice_stall,1.22325,103.71429,20,Monday,sunny,0,29.3
stall_96,chicken_rice_stall,1.46165,103.94344,23,Wednesday,sunny,0,8.4
stall_39,bakery,1.49061,103.83167,23,Tuesday,cloudy,0,21.7
